   0.20100624   0.11402423  -2.40964466   0   0
   2.56299200  -0.84079299  -1.85667321   1   1
   0.35331725  -0.91444405   1.35784431   1   1
   0.52273768   4.45029298  -2.88881437   0   0
   1.69072087  -3.21471918   1.06050693   0   1
  -1.95791109  -3.51483782   2.47294656   1   1
  -0.33174970   1.18730902   5.03697388   0   0
   1.36938106   0.09613668   4.68950205   1   1
  -3.00999929   3.11454803  -1.08770612   0   1
  -3.52809299  -2.27033670  -4.28100418   0   1
   1.93074757  -2.10997479  -1.21323039   1   1
   6.56328034   1.25359429  -4.38443034   0   0
  -1.87792680   1.73983045  -2.11551828   0   0
  -3.07768852  -1.31497718   4.43464894   0   1
   2.99587205  -1.26295632  -4.15872318   0   0
   1.68856163  -6.58960705  -4.03284047   1   1
  -4.88612615   0.75066813  -4.88101086   1   1
   1.52270075   2.69188034  -2.75071830   1   0
  -5.09858943  -4.41958522   0.63265603   0   0
  -3.22525906   2.04724097   0.97475147   0   1
  -2.25931026  -2.13565280  -2.35758539   0   1
   4.43493764  -0.30126690  -2.73611202   0   1
  -1.17622542   0.19617562   2.29713446   1   1
  -1.64156588   0.44752621  -3.10717510   0   0
   0.51725101  -4.68389100   1.59154443   0   1
  -3.29063411  -3.67300000  -1.83693295   1   1
  -4.49023567   0.63280704   1.83758809   0   1
   5.79652408  -0.28675551   1.12870375   0   0
   0.43554894   4.35250733   0.13331011   1   0
   5.07708901   0.64923050   0.66766225   0   0
  -1.10501147  -3.23723502   0.13135072   0   1
  -2.64692851  -3.77445905  -3.24092938   0   1
   1.23364804   1.80561775  -5.47566145   1   0
  -5.27244330  -1.10837826  -1.96775325   0   0
  -1.18027012   0.51066673  -5.23376709   1   1
   4.30818063  -1.38587710   5.15826487   1   1
   3.85452621   1.39059509  -0.36142476   1   0
   7.42625061  -0.05856733   1.38880866   0   1
  -7.25824330   0.29930863  -0.45020823   1   0
  -1.66424433  -1.39557126  -3.91776062   1   0
  -1.21914683  -3.23748922  -1.75798859   1   1
  -4.45268247   3.94215930  -1.63118413   0   1
   2.64408285  -2.14937003   1.75264160   0   1
   2.98396150  -0.48410497   1.41225220   1   1
   5.68230540   3.56189357  -2.46921341   1   0
   3.40921726  -1.21433392   3.88720461   0   0
  -5.12524046   2.64935852  -3.39475243   1   0
  -1.33655583  -5.77843460  -0.21098902   0   0
  -3.37664284  -1.85124649  -0.82129861   1   1
   5.17613181   1.25260119   5.48974481   1   1
  -7.27026213  -0.61896527   1.79998694   0   1
  -4.96112296   1.07891731   3.71821259   1   1
  -4.79203815  -2.99718333  -4.64665993   0   1
  -2.30105840   4.01418676  -1.05452256   0   0
  -1.67022136   3.81903207   2.94224737   0   0
  -1.29940095  -4.46937699   0.07203523   1   1
   4.80644529   3.85697077  -0.95639041   0   1
   0.56752979   4.17288524   4.63154682   1   1
  -1.78500021  -1.86180359  -0.81297508   1   1
  -1.58942870   3.55374323  -4.98793302   0   0
  -5.44559088   1.88235332   1.46328213   1   0
   3.08971604  -2.36997784   2.93827769   1   0
   0.71834031  -4.12022532   5.29255273   0   0
  -0.20748944   3.22135938   6.44339277   1   0
  -0.57038701  -6.04188101  -1.95493797   0   0
   4.03821577   0.18582308   1.23107240   0   1
   1.38540498  -4.80175283  -1.98506391   1   0
   4.78390159  -5.06895174   2.29964546   0   1
   3.32327013   4.09000554   1.32684392   0   0
